"datetime_utc","wxtype","visibility","temperature","wind_speed","wind_direction","wind_gust","pressure","station_name","station_number","lat","lon","report_datetime_utc","datetime_local"
"31/07/2013 12:01:00","11","6000","17.8999996185303","17","202.5","29","1014","CAMBORNE","3808","50.2179985046387","-5.32999992370605","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","8","3000","17.7999992370605","16","202.5","29","1014","CULDROSE","3809","50.0849990844727","-5.25699996948242","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","5","20000","17.7000007629395","14","180","","1014","CARDINHAM","3823","50.5019989013672","-4.66699981689453","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","8","8000","17.7999992370605","14","202.5","","1016","MOUNT BATTEN","3827","50.3540000915527","-4.12099981307983","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","","","19.6000003814697","","","","","EXETER AIRPORT","3839","50.7369995117188","-3.40499997138977","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","8","26000","19.2000007629395","14","202.5","","1015","DUNKESWELL AERODROME","3840","50.8600006103516","-3.23900008201599","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","7","7000","19.7000007629395","15","202.5","","1015","YEOVILTON","3853","51.0060005187988","-2.64000010490417","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","7","7000","16.7000007629395","15","225","","1017","ISLE OF PORTLAND","3857","50.5219993591309","-2.4539999961853","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","8","16000","19.1000003814697","13","225","","1016","HURN","3862","50.7789993286133","-1.83500003814697","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","","","17.2999992370605","18","247.5","","1017","ST CATHERINES PT.","3866","50.5769996643066","-1.29700005054474","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","8","25000","18.5","15","247.5","","1017","THORNEY ISLAND","3872","50.814998626709","-0.922999978065491","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","","","18.5","22","247.5","","1016","SOLENT MRSC","3874","50.806999206543","-1.20799994468689","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","","","18.2000007629395","18","247.5","","1017","SHOREHAM","3876","50.8359985351563","-0.291999995708466","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","5","6000","17.5","9","225","","1017","HERSTMONCEUX WEST END","3882","50.8899993896484","0.319000005722046","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","7","40000","16.8999996185303","6","135","","1010","CASTLEDERG","3904","54.7070007324219","-7.5770001411438","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","1","30000","16","8","157.699996948242","","1011","BALLYPATRICK FOREST","3916","55.1809997558594","-6.15299987792969","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","7","27000","18.5","8","135","","1010","ALDERGROVE","3917","54.6640014648438","-6.22399997711182","31/07/2013 11:00:00","31/07/2013 12:00:00"
"31/07/2013 12:01:00","8","40000","15.1999998092651","9","180","","1010","GLENANNE","3923","54.2369995117188","-6.5019998550415","31/07/2013 11:00:00","31/07/2013 12:00:00"
